@RELATION 'BUG_CRASH'

@ATTRIBUTE Comment string
@ATTRIBUTE Class-Attribute {Crash,Bug,Other}

@DATA
'figuring out how to submit a renewal was a little bit confusing as the only option showing was new until  changed form requests to expenses',Other
'ery ood work lease keep it up',Other
'easy to use',Other
'way too slow a system',Other
'ery difficult to use and match up stuff',Other
'excelente',Other
't is easier for me to attach all of my receipts as a single   find  have to attach the same  several times as many expense item require an associated receipt',Other
'not very happy with all of the new exceptions',Other
'very good',Other
'akes sense with a very helpful person by me',Other
'xcellent!',Other
'reat',Other
'ot as userfriendly as before to edit expenses and slow too',Other
'good',Other
' have been trying to clear this expense report for + weeks and am very frustrated that the receipts that  originally submitted and can  in the report were not recognized and prevented me from submitting on a timely basis atisfaction today is low',Other
'entering hotel stays is difficult and confusing specially if a partial amount is required to make reservation ahead of time',Other
'm still learning this tool but it seems straight forward o issues yet',Other
'pp is good but it is too lengthy and tedious putting report together ther card companies have most information already in the report',Other
'ou were correct it looks like it was a duplicate entry orry about that une is coming now',Other
'itd be nicer if missing receipt declatation can be created in the mobile app',Other
'a',Other
'went smooth no issues',Other
't seems like an extreme flaw to have to be required to submit an expense report for a flight before the flight even happens just because it was booked a month in advance of the trip',Other
'orks well',Other
'lient gifts which was bought on elhi airport  approval email was attached ',Other
'good',Other
'lease refer the comments & attachments y trip date is different and the amount is also not exactly matching lease approve hanks',Other
'indly pprove',Other
'two times now  am told that the receipts did not go with the expense report  get it back and submit and they go',Other
' needed help from  to process this hey were excellent!',Other
